,职位ID,职位名,薪资范围,公司ID,公司名,职位链接,发布时间,猎头名称,猎头ID,工作经验,公司主页,公司描述,岗位亮点
312,7748389,DBA数据库工程师,15k-30k,120898327,上海孚创,https://www.lagou.com/jobs/7748389.html?show=18e8073f7d404fca98852914081537ff,2021-06-08,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/dad55b070c489cf00326f3953cd7ddd35e75b2be813256835eb494b7cf5bb69b.html,生活服务 / 不需要融资 / 150-500人,“朝九晚六不打卡 周末双休”
313,8514569,运维工程师,8k-15k,117939606,东云睿连,https://www.lagou.com/jobs/8514569.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/929be95ebfaf116dea99553b4c0bc144020c0eb973f46f026debcc6d43d8f1ae.html,人工智能服务 / 不需要融资 / 15-50人,“五险一金 年终奖金 弹性工作”
314,8581984,算法工程师,8k-13k,36419,国信创新,https://www.lagou.com/jobs/8581984.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/769809998f3c9bdcc859e88a1e4c939d6d13ac925b72b648.html,移动互联网 / 不需要融资 / 150-500人,“入职缴纳五险一金，周末双休，团队氛围良好”
315,8845089,软件测试经理,16k-22k,371920,蓝泰源,https://www.lagou.com/jobs/8845089.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/f1f51ce1963b044629f6dc61afaa0b8882ba735c33ee82cd.html,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 150-500人",“上市公司 五险一金 双休 餐补 交通贴”
316,8767562,高级运维工程师,18k-22k,371920,蓝泰源,https://www.lagou.com/jobs/8767562.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/7991796618f4173a9d951b5860f3cbf252ea5f2d7a06a7a0.html,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 150-500人",“上市公司 五险一金 双休 餐补 交通贴”
317,8194711,算法工程师,10k-20k,19657,天喻信息,https://www.lagou.com/jobs/8194711.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验不限 / 硕士,https://www.lagou.com/gongsi/v1/58cea65df05448d3b98345a815c27886d712040b41ef3c29.html,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",“平台好 上市公司 双休”
318,8918198,openstack运维工程师,18k-20k,2192,盛天网络,https://www.lagou.com/jobs/8918198.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验3-5年 / 不限,https://www.lagou.com/gongsi/v1/396c41622ddc7fa0594c5efdf57a96fd5d9844774e494009.html,游戏 / 上市公司 / 500-2000人,“发展空间大，前瞻性业务”
319,8932570,RD11-仿真工程师,10k-18k,484985,拉勾猎头,https://www.lagou.com/jobs/8932570.html?show=18e8073f7d404fca98852914081537ff,2021-06-06,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/936c0b3607bb5c4fe071b7bd10f1386c2fa0ea2a7875088b.html,专业服务｜咨询 / D轮及以上 / 500-2000人,“发展稳定”
320,7090364,Linux Linux系统（云计算方向）,8k-15k,117939606,东云睿连,https://www.lagou.com/jobs/7090364.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/1e13615d50e378e82a44c362024a077d9bd620b729a0cf014b4aea71a8ba8594.html,人工智能服务 / 不需要融资 / 15-50人,“五险一金 年终奖金 弹性工作”
321,8172552,软件测试工程师,5k-10k,121996316,内瑟斯,https://www.lagou.com/jobs/8172552.html?show=18e8073f7d404fca98852914081537ff,2021-06-04,,,经验1-3年 / 大专,https://www.lagou.com/gongsi/v1/aab1ef85589fcbc0589ef8468fef800bb207d0bc9e5e70bc5def1495ea5bf9c3.html,"文娱丨内容,游戏 / 未融资 / 少于15人",“超赞：工作环境；朝阳行业：游戏玩家第三方服务”
322,8181031,前端开发工程师,6k-11k,198220,凯艺维通,https://www.lagou.com/jobs/8181031.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验1-3年 / 大专,https://www.lagou.com/gongsi/v1/c95a994c00a997ff036401488723d5f681a3b072d7e83220.html,"移动互联网,社交 / 天使轮 / 150-500人",“朝九晚六”
323,8892051,数据分析师,10k-20k,151381,中诚信征信,https://www.lagou.com/jobs/8892051.html?show=18e8073f7d404fca98852914081537ff,2021-06-03,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/3f09242feb496beb2ffa057ad7df94a395d34b995f84675d.html,"数据服务｜咨询,人工智能服务 / 不需要融资 / 150-500人",“行业领导者、周五7小时工作制”
324,8866633,Linux测试工程师,8k-16k,117730396,统信软件,https://www.lagou.com/jobs/8866633.html?show=18e8073f7d404fca98852914081537ff,2021-05-26,,,经验不限 / 本科,https://www.lagou.com/gongsi/v1/b2c422a4d0ea4d5a99972d29c9361d872f261c2535e9d70d413168ad04666fb6.html,软件开发 / 未融资 / 500-2000人,“全额公积金、季度奖金、年终奖、年度旅游等”
325,8757147,测试经理,10k-20k,386227,武汉心络科技有限公司,https://www.lagou.com/jobs/8757147.html?show=18e8073f7d404fca98852914081537ff,2021-06-04,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/d7a15ca39caf6ef69a23bd5b06bd3fe4a1e1c56236de31b6.html,"医疗丨健康,数据服务 / 未融资 / 50-150人",“项目提成；周末双休；定期体检；定期旅游”
326,5778521,渗透测试工程师,9k-18k,387325,武汉安问,https://www.lagou.com/jobs/5778521.html?show=18e8073f7d404fca98852914081537ff,2021-06-01,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/f8763f3484cc2d3aaac8ee0332e50ce5f680593e4ef36bc1.html,"移动互联网,信息安全 / A轮 / 15-50人",“五险一金 年终奖金 员工旅游 绩效奖金”
327,8866478,Java开发-校招（WHY1002）,7k-9k,119222,招银云创,https://www.lagou.com/jobs/8866478.html?show=18e8073f7d404fca98852914081537ff,2021-06-01,,,经验1年以下 / 本科,https://www.lagou.com/gongsi/v1/ce3d0bc0f5b8b04f4f83f2660b809fa1541c17995dae9c3f.html,"IT技术服务｜咨询,软件服务｜咨询 / 不需要融资 / 500-2000人",“核心大项目 六险一金”
328,8936125,C++ 游戏服务端主程,10k-15k,122046482,大玩咖,https://www.lagou.com/jobs/8936125.html?show=18e8073f7d404fca98852914081537ff,2021-06-08,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/77fa612ea0b6f83215f929ee9e6f36896409674619fc5218871ee0bfbdf8403a.html,游戏 / 未融资 / 15-50人,“管理扁平 晋升空间大”
329,7821393,算法工程师,10k-20k,314265,汉王,https://www.lagou.com/jobs/7821393.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/04a99c1559da5acc8a9cdfbaa32e4ed27d506cd773e0feae.html,"移动互联网,数据服务 / 不需要融资 / 15-50人",“专业团队、良好的成长平台”
330,8867520,LabVIEW软件工程师,8k-10k,235142,柯泰测试,https://www.lagou.com/jobs/8867520.html?show=18e8073f7d404fca98852914081537ff,2021-06-11,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/bbc5a7fd32dc0924c518136b46a328bc7bad6000f827d2b5.html,"智能硬件,贸易｜进出口,制造业 / 不需要融资 / 15-50人",“五险一金 双休 拒绝996 弹性工作制 项目奖金”
331,8962069,中级需求分析师,10k-16k,122728823,天津薪睿网络技术有限公司,https://www.lagou.com/jobs/8962069.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/87c24695bd2c6c39ef04583c11fba0baf3abe7085b0d0ab70b43a3d6d4e139cb.html,专业服务｜咨询 / A轮 / 50-150人,“六险一金；”
332,8629033,运维工程师,8k-12k,24022,容联云通讯,https://www.lagou.com/jobs/8629033.html?show=18e8073f7d404fca98852914081537ff,2021-04-19,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/4b2d89cd701e3fc2a564da5a3bdcba49a88f39bc0b0fc8df.html,"移动互联网,数据服务 / 上市公司 / 500-2000人",“六险一金、补充医疗、生日福利、扁平化管理”
333,8493968,高级数据分析师(大力教育),10k-20k,62,字节跳动,https://www.lagou.com/jobs/8493968.html?show=18e8073f7d404fca98852914081537ff,06:03发布,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/8f40ab29760b50b113790e852e00219e.html,"内容资讯,短视频 / D轮及以上 / 2000人以上","“六险一金,团队氛围好,晋升空间大”"
334,8682879,后端开发实习生-支付业务,8k-16k,62,字节跳动,https://www.lagou.com/jobs/8682879.html?show=18e8073f7d404fca98852914081537ff,06:08发布,,,经验在校/应届 / 本科,https://www.lagou.com/gongsi/v1/ca523ec1627b106eb3924dc05392ffc6.html,"内容资讯,短视频 / D轮及以上 / 2000人以上","“下午茶,团队氛围好,扁平管理,免费三餐”"
335,8485383,移动端测试工程师,12k-20k,7835,金山办公软件,https://www.lagou.com/jobs/8485383.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/34a409b7365b862515b9bf1dc34e04c7eaf162242cec0d3e.html,"工具类产品,软件服务｜咨询 / 上市公司 / 2000人以上",“正式编制，平台稳定，五险一金”
336,6356311,测试工程师,7k-12k,28807,森果,https://www.lagou.com/jobs/6356311.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验在校/应届 / 本科,https://www.lagou.com/gongsi/v1/a1bcfe0c66654fdf90168593610b6acf9d0d2219de7b9944.html,IT技术服务｜咨询 / 天使轮 / 50-150人,“技术大牛，项目奖金，自主研发，提供mac”
337,8146349,DevOps 工程师 / 运维开发工程师,15k-25k,28807,森果,https://www.lagou.com/jobs/8146349.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验不限 / 本科,https://www.lagou.com/gongsi/v1/d19384fab326f704b7cd3ad747d6d179ddc11ea24e929ef6.html,IT技术服务｜咨询 / 天使轮 / 50-150人,“行业top，提供mac，技术大牛”
338,8186137,网络运维工程师,20k-35k,956,金山云,https://www.lagou.com/jobs/8186137.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验不限 / 不限,https://www.lagou.com/gongsi/v1/4519d67e4653e84110bade5c656bf1e4.html,人工智能服务 / 上市公司 / 2000人以上,“行业内高精尖团队”
339,8184916,数据后台工程师,20k-40k,451,腾讯,https://www.lagou.com/jobs/8184916.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/1964d3aeb292e4e70a6ee68deb93d786.html,"游戏,社交媒体,音频｜视频媒体 / 上市公司 / 2000人以上",“大公司，大平台，技术挑战大，福利好”
340,6735611,Saas甄选市场后台开发,20k-40k,451,腾讯,https://www.lagou.com/jobs/6735611.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/bb2f831a18b45438481cf2a8051f8316.html,"游戏,社交媒体,音频｜视频媒体 / 上市公司 / 2000人以上",“大公司，大平台，技术挑战大，福利好”
341,8689928,软件测试工程师,10k-20k,7835,金山办公软件,https://www.lagou.com/jobs/8689928.html?show=18e8073f7d404fca98852914081537ff,1天前发布,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/539039417ea2853e2bab35addea72e12e68ea82616e5d9f7.html,"工具类产品,软件服务｜咨询 / 上市公司 / 2000人以上",“年终奖 带薪病假 餐补”
342,8090839,技术美术ta,15k-30k,34205,微派,https://www.lagou.com/jobs/8090839.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/f2a774e4f95b46243d370e57004e19c942c78422c4113527.html,"游戏,社交平台 / B轮 / 150-500人",“TOP薪资”
343,6272057,前端开发工程师,10k-20k,7682,极验,https://www.lagou.com/jobs/6272057.html?show=18e8073f7d404fca98852914081537ff,2021-06-08,,,经验3-5年 / 大专,https://www.lagou.com/gongsi/v1/b19ed5c5e474442bc896c5cbbc288cc11510147230947d04.html,信息安全 / B轮 / 50-150人,“六险一金 免费的午餐 每年体检”
344,8687748,资源运营工程师 (MJ001053),15k-25k,37236,斗鱼直播,https://www.lagou.com/jobs/8687748.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/db6c25ff83c1ffa6d610a749bcb5ccef6ce553541137a557.html,MCN｜直播平台 / 上市公司 / 2000人以上,“福利待遇健全，发展前景好”
345,7187106,高级测试工程师 (MJ000455),20k-30k,37236,斗鱼直播,https://www.lagou.com/jobs/7187106.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/f49ed358e3c4003c91453a4679cdcfe53bd8bd39d2332f4b.html,MCN｜直播平台 / 上市公司 / 2000人以上,“六险一金”
346,8115195,AI算法测试工程师,8k-12k,19657,天喻信息,https://www.lagou.com/jobs/8115195.html?show=18e8073f7d404fca98852914081537ff,2021-03-12,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/a30b0ef11ddb16dfd04de856d49808a5d4af115c75c28319.html,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",“人工智能 算法”
347,8673950,通用软件工程师：30-60K,30k-60k,3060,华为技术有限公司,https://www.lagou.com/jobs/8673950.html?show=18e8073f7d404fca98852914081537ff,2021-06-09,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/7c181afc7aaaf54af2a5aceeaaee61bdd81e9cd7c8a4c564.html,"智能硬件,IT技术服务｜咨询,制造业 / 不需要融资 / 2000人以上",“无”
348,8882284,技术支持工程师,8k-15k,76478,数码易知,https://www.lagou.com/jobs/8882284.html?show=18e8073f7d404fca98852914081537ff,2021-05-28,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/b24ffc3048b51aaa0a579777d2c5b6b4f85d38d5ffc1833e.html,IT技术服务｜咨询 / 不需要融资 / 150-500人,“免费午餐 年度体检 七险一金等”
349,4247024,大数据开发工程师,7k-10k,129029,烽火科技·虹旭信息技术有限公司,https://www.lagou.com/jobs/4247024.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/7c03f8ed9d50d659401a96df4c2ec2b0b1f84350d4aca2cb.html,"信息安全,数据服务 / 不需要融资 / 150-500人","“前景广阔,福利完善,通勤班车,提供食宿”"
350,8574652,测试开发工程师（武汉）,10k-20k,67217,招商证券,https://www.lagou.com/jobs/8574652.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/31336c70e1073cdace91b9389442a683a7631d468597d751.html,金融业 / 上市公司 / 2000人以上,“武汉、测试开发、证券、自动化测试”
351,8574706,应用测试工程师（武汉）,10k-20k,67217,招商证券,https://www.lagou.com/jobs/8574706.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/7ee427893dd8433faf46888324351599d6be3c61865cc073.html,金融业 / 上市公司 / 2000人以上,“武汉、测试、证券、自动化测试”
352,8223452,数据建模工程师,10k-20k,151381,中诚信征信,https://www.lagou.com/jobs/8223452.html?show=18e8073f7d404fca98852914081537ff,2021-06-03,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/b175b580b00108e92b889359a03106d21d78b85ba2cbb9fc.html,"数据服务｜咨询,人工智能服务 / 不需要融资 / 150-500人",“行业领导者、周五7小时工作制”
353,8654895,软件测试工程师,10k-15k,117939606,东云睿连,https://www.lagou.com/jobs/8654895.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/27a552e0beed9dc69c455a7c7e225da391fdf5f57ff14e3d4b20e0925ed41a75.html,人工智能服务 / 不需要融资 / 15-50人,“五险一金 年终奖金 弹性工作”
354,8600325,测试工程师,9k-11k,82916177,和悦数字,https://www.lagou.com/jobs/8600325.html?show=18e8073f7d404fca98852914081537ff,2021-05-18,,,经验3-5年 / 大专,https://www.lagou.com/gongsi/v1/16ddcd1e473de385c73daab3a57bd14289a06091d9867bc814b0a11e9289096a.html,人工智能服务 / A轮 / 50-150人,“月度团建 带薪病假 转正年假 企业滴滴”
355,8865992,中高级运维工程师,11k-16k,307964,Firestorm,https://www.lagou.com/jobs/8865992.html?show=18e8073f7d404fca98852914081537ff,2021-06-03,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/9ba32d81f00d924713fac99b7a5c2b82396054f9f56ab713.html,科技金融 / A轮 / 50-150人,“发展空间大 扁平管理 BAT团队 项目提成”
356,8853408,软件测试工程师,8k-10k,122252618,医普茂云,https://www.lagou.com/jobs/8853408.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/8f34cecac8897ddb6be300be822211df23266ed9e745ab608b188a3ec129619f.html,企业服务 / 未融资 / 150-500人,“双休，发展前景好，晋升空间大”
357,8895838,软件测试工程师,11k-18k,557974,原圈科技,https://www.lagou.com/jobs/8895838.html?show=18e8073f7d404fca98852914081537ff,2021-06-01,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/4b8c9c5ab3190691966582fbc392a0075d9049a90d17c16e.html,"软件服务｜咨询,营销服务｜咨询 / A轮 / 150-500人",“独角兽公司、餐补、双休、五险一金、加班工资”
358,8953214,项目经理,10k-18k,121735641,添才翰格,https://www.lagou.com/jobs/8953214.html?show=18e8073f7d404fca98852914081537ff,2021-06-09,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/ed138ae47c61b91786c8aef0682838a9639f948bbefef7eb6be538e3a64c82fd.html,企业服务 / 未融资 / 50-150人,“（金智维）猎头岗位”
359,1821042,高级前端工程师,10k-20k,40727,万江龙,https://www.lagou.com/jobs/1821042.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验3-5年 / 大专,https://www.lagou.com/gongsi/v1/f0ca2df7ebfe930e87337e9bc3e33d98539aa3bb288fd212.html,"移动互联网,消费生活 / B轮 / 50-150人",“绩效奖金/股票期权/带薪年假/与大牛共事”
360,8964595,感知算法工程师,15k-25k,121847946,金磁石,https://www.lagou.com/jobs/8964595.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/1c8c10bb0ef182a2ec4f9264d378ef89d51d6d675729bfae685446d867321380.html,企业服务 / 不需要融资 / 50-150人,“【上汽子公司武汉中海庭】发展稳定”
361,8259670,应用安全工程师,12k-24k,121996316,内瑟斯,https://www.lagou.com/jobs/8259670.html?show=18e8073f7d404fca98852914081537ff,2021-06-04,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/34e1046f8cd73d5577b88bda8e86199e2a931ce4ac7e67901dae61b4d6ca9455.html,"文娱丨内容,游戏 / 未融资 / 少于15人",“超赞：工作环境；朝阳行业：游戏玩家第三方服务”
362,8411612,自动化测试工程师,10k-15k,256718,巨沃科技,https://www.lagou.com/jobs/8411612.html?show=18e8073f7d404fca98852914081537ff,2021-04-06,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/8ee0a2be84067e84e4e094c1ee9b9e938eaf02ced89d88f7.html,"移动互联网,企业服务 / 未融资 / 150-500人",“五险一金，员工旅游，周末双休，定期体检”
363,7129040,AI算法工程师,10k-20k,117939606,东云睿连,https://www.lagou.com/jobs/7129040.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/ee7af5c281d3a9c768a7ff594fc7fe6b2ecf84bf47163cd54145410f2e7a3e0a.html,人工智能服务 / 不需要融资 / 15-50人,“五险一金 年终奖金 弹性工作”
364,8963993,视频云高级测试工程师,15k-25k,121855772,新大瀚人力资源管理,https://www.lagou.com/jobs/8963993.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/92c271d47038eb6110b72319b3ae26c80b92672f018a0da89fa9cbb0631ae56a.html,其他 / 不需要融资 / 2000人以上,“朝九晚六、周末双休、大平台”
365,8056599,运维开发工程师,12k-18k,121996316,内瑟斯,https://www.lagou.com/jobs/8056599.html?show=18e8073f7d404fca98852914081537ff,2021-06-04,,,经验3-5年 / 大专,https://www.lagou.com/gongsi/v1/4f28db5f12bc0f081d75e19575dc92b618310eeef34057798ffcea53e3392176.html,"文娱丨内容,游戏 / 未融资 / 少于15人",“超赞：工作环境，朝阳行业：游戏玩家第三方服务”
366,8734892,安全运维工程师,10k-18k,425022,瑞得软件,https://www.lagou.com/jobs/8734892.html?show=18e8073f7d404fca98852914081537ff,2021-05-24,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/5ca046b133d31b2096162ecd7c1c0dce324a6c25880adbfa.html,"移动互联网,数据服务 / 未融资 / 50-150人",“周末双休 五险 餐补 员工旅游”
367,6157906,前端开发工程师,12k-20k,12965,神州数码,https://www.lagou.com/jobs/6157906.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/3a2da8a18e548ee9acdf3055418e7c19c90ffe7e43bc5be1.html,"人工智能服务,软件服务｜咨询 / 上市公司 / 2000人以上",“六险一金、员工体检、餐补、通讯补贴等”
368,8788195,后端开发工程师,18k-35k,260173,星尘数据,https://www.lagou.com/jobs/8788195.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验不限 / 本科,https://www.lagou.com/gongsi/v1/4f991a80376a8c3b6c5f8dda167e0ef1503c36d64f874553.html,"软件服务｜咨询,数据服务｜咨询,人工智能服务 / A轮 / 15-50人",“敏捷开发团队、技术大咖带队、晋升快、可远程”
369,8912116,视觉算法中级工程师,18k-24k,173959,中至集团,https://www.lagou.com/jobs/8912116.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验不限 / 本科,https://www.lagou.com/gongsi/v1/cf2cb0ae25cc49b66c19266e4e214ca0f812bbb49b6044fc.html,"文娱丨内容,广告营销 / 未融资 / 500-2000人",“全国互联网百强”
370,8173870,C++开发工程师,13k-26k,240933,百家云,https://www.lagou.com/jobs/8173870.html?show=18e8073f7d404fca98852914081537ff,2021-05-31,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/f108e2d0bafff8a13e18684d53582bf832fec8bda08b855d.html,"移动互联网,企业服务 / B轮 / 150-500人",“五险一金”
371,8962886,后台开发工程师,15k-30k,121847946,金磁石,https://www.lagou.com/jobs/8962886.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/da60d58006f861bc624b1c0b27f3e4b207ffa625ac95d7ca25a87112e2f8467a.html,企业服务 / 不需要融资 / 50-150人,“【腾讯云智】后台开发工程师”
372,8888401,视觉算法高级工程师,24k-40k,173959,中至集团,https://www.lagou.com/jobs/8888401.html?show=18e8073f7d404fca98852914081537ff,2021-05-30,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/ce81a8d207d6eedca0bd112e142cfca5ddc5e5e4b49e110b.html,"文娱丨内容,广告营销 / 未融资 / 500-2000人",“全国互联网百强”
373,8907613,数据分析经理 (MJ001096),15k-22k,182820,智云健康,https://www.lagou.com/jobs/8907613.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/262f1440f73d330b244e34f68a06e4202431458adb50d75a.html,在线医疗 / D轮及以上 / 500-2000人,“重点项目，六险一金、完善晋升”
374,8964040,SaaS产品系统测试工程师,15k-25k,121855772,新大瀚人力资源管理,https://www.lagou.com/jobs/8964040.html?show=18e8073f7d404fca98852914081537ff,2021-06-10,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/5be25fbccfcb597655464dcb215d92a053b368000b507c954b9507bedeec753c.html,其他 / 不需要融资 / 2000人以上,“朝九晚六、周末双休、大平台”
375,8412336,软件测试工程师,5k-8k,256718,巨沃科技,https://www.lagou.com/jobs/8412336.html?show=18e8073f7d404fca98852914081537ff,2021-04-06,,,经验1-3年 / 本科,https://www.lagou.com/gongsi/v1/7284686d676f2d77f791317bd51d1bf39d454ca77da70b70.html,"移动互联网,企业服务 / 未融资 / 150-500人",“五险一金，员工旅游，周末双休，定期体检”
376,8873069,devops工程师,14k-28k,120407489,丰疆智能,https://www.lagou.com/jobs/8873069.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/ef0aa4e47b602515bca7fcb098be67f25759b05123bcca64140d7b995bba0b1a.html,智能硬件 / A轮 / 500-2000人,“全额公积金，下午茶，每年调薪2次，津补贴”
377,8757466,数据挖掘工程师,20k-40k,386227,武汉心络科技有限公司,https://www.lagou.com/jobs/8757466.html?show=18e8073f7d404fca98852914081537ff,2021-06-04,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/608b9f97a5e9992a4cef1478d6739fc1318b135ea804cbef.html,"医疗丨健康,数据服务 / 未融资 / 50-150人",“项目提成；周末双休；定期体检；定期旅游；”
378,7979204,php开发工程师,14k-16k,6552,生日管家,https://www.lagou.com/jobs/7979204.html?show=18e8073f7d404fca98852914081537ff,2021-06-02,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/406a170bba3fbeb4c03b2272aec7562bae960656ea7ba129.html,社交平台 / B轮 / 150-500人,“福利好工作氛围棒”
379,8463724,运维工程师,8k-13k,122637046,咸豆传媒,https://www.lagou.com/jobs/8463724.html?show=18e8073f7d404fca98852914081537ff,2021-05-31,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/a380eb973d7e18d4e6d5bda9b9629dd21be37159dc7011dbc244fbc93b0d5350.html,"电商平台,内容社区,文化传媒 / 不需要融资 / 50-150人",“发展前景”
380,7974189,高级测试工程师,13k-20k,15185,1药网,https://www.lagou.com/jobs/7974189.html?show=18e8073f7d404fca98852914081537ff,2021-05-14,,,经验5-10年 / 本科,https://www.lagou.com/gongsi/v1/ac12c82ac6063c3b267349a6d3107c028b061a32aa4c2131.html,电商平台 / 上市公司 / 500-2000人,“公司稳定，发展潜力巨大，上升空间大”
381,8142648,WH(高级)供应链主任-数据化(一年合同),5k-9k,32684,屈臣氏中国,https://www.lagou.com/jobs/8142648.html?show=18e8073f7d404fca98852914081537ff,2021-05-23,,,经验1-3年 / 大专,https://www.lagou.com/gongsi/v1/68f9ef33f05c00ebaf8638a25555d5678e4afe9b515c96ed.html,新零售 / 不需要融资 / 2000人以上,“年底双薪 带薪年假 五险一金 扁平管理”
382,8853458,数据分析师,8k-12k,122252618,医普茂云,https://www.lagou.com/jobs/8853458.html?show=18e8073f7d404fca98852914081537ff,2021-05-25,,,经验3-5年 / 本科,https://www.lagou.com/gongsi/v1/f46ff95880237073b79597db7b57b2d64dcfa3839f78abd2e5e54bbce7828109.html,企业服务 / 未融资 / 150-500人,“双休，发展前景好，晋升空间大”
383,8832244,【实习生】技术美术,4k-6k,36886,金山世游,https://www.lagou.com/jobs/8832244.html?show=18e8073f7d404fca98852914081537ff,2021-06-07,,,经验在校/应届 / 本科,https://www.lagou.com/gongsi/v1/517abd2e50b20f20c310847ca92a1ac2ee8a8d8f7418f000.html,游戏 / 上市公司 / 2000人以上,“福利待遇好，公司氛围年轻有活力”
